session_id,primary_content_type,preferred_categories,negative_content_minutes,algorithm_interactions,search_vs_feed_ratio
57,video,"wellness,sports",0.5879133563912325,8,0.3764147250523904
58,text,"wellness,entertainment",3.101556980501699,8,0.036665514153048515
59,story,"lifestyle,wellness",3.7319198683192245,11,0.6439498763324618
60,text,"sports,entertainment",1.5284577505772434,12,0.0518203297123656
61,photo,"wellness,politics",12.031982711675314,10,0.16631767903945116
62,text,"news,sports",2.7759267128375003,17,0.00959511553224953
63,story,"wellness,entertainment",2.6562935028150907,7,0.7372470710121037
64,reel,"news,entertainment",1.0747061864930612,8,0.05893057435174644
65,video,"wellness,entertainment",8.556719752702808,7,0.12136715935074047
66,video,"entertainment,lifestyle",8.899143247466615,2,0.23769998480038532
67,photo,"lifestyle,wellness",2.868336711693555,11,0.44952284224208944
68,reel,"sports,entertainment",4.206283290089353,7,0.05921549478749804
69,video,"politics,lifestyle",3.9627874890967267,6,0.4434282475904732
70,reel,"entertainment,news",5.941888595293706,13,0.050956832284989685
71,video,"entertainment,lifestyle",9.89452120610917,7,0.2520116005753463
72,story,"lifestyle,entertainment",4.660979139730294,7,0.06020759903093611
73,reel,"lifestyle,wellness",3.049046278767336,9,0.13528395545336308
74,story,"news,entertainment",7.268096446261887,10,0.43524566198228076
75,video,"wellness,news",0.33509640157113224,6,0.21114142806121267
76,photo,"wellness,news",5.846341161367805,10,0.06931585911459048
77,photo,"wellness,lifestyle",3.160245051924981,8,0.29924817559058636
78,photo,"wellness,news",1.9609086977375099,9,0.17685166731767749
79,text,"entertainment,lifestyle",1.05171394333638,13,0.4148298350187597
80,text,"lifestyle,news",3.3047121349992628,7,0.3522520221975311
81,story,"wellness,politics",6.3265050288435996,7,0.3466320131786155
82,reel,"politics,lifestyle",23.40427020549815,9,0.21517289860076896
83,video,"news,entertainment",1.3511268803253218,11,0.11131769902489275
84,video,"politics,wellness",7.998691626684221,10,0.7252210385579247
85,story,"lifestyle,sports",9.006692281660323,9,0.0906573845296029
86,story,"entertainment,sports",2.1418106706346123,3,0.06434258052552273
87,photo,"politics,sports",0.019247443244982187,6,0.4439268283880989
88,text,"entertainment,lifestyle",1.3747039261293628,8,0.270100436313863
89,reel,"entertainment,lifestyle",1.839958218430454,5,0.012347683086960584
90,story,"politics,sports",3.2184581383105098,13,0.2524439006006562
91,reel,"lifestyle,politics",0.02449778477368861,11,0.16787548699547514
92,video,"wellness,sports",2.115654317165139,11,0.19614657733517016
93,photo,"lifestyle,entertainment",0.37065499684074854,6,0.23415590950658907
94,photo,"lifestyle,politics",4.496053880656577,4,0.2838609046950402
95,text,"sports,lifestyle",1.5194503170979436,11,0.04383256896105916
96,photo,"politics,entertainment",3.0239669580997752,16,0.029952139539505807
97,photo,"news,lifestyle",3.029896434731048,6,0.2846926641775778
98,story,"news,politics",4.554523644209656,4,0.1286083272850772
99,photo,"politics,wellness",0.7227536076585719,5,0.04479091208742081
100,reel,"entertainment,lifestyle",0.30797627618170376,6,0.29770205674626
101,photo,"entertainment,politics",6.613155760922286,7,0.2895191874457513
102,story,"sports,news",2.0265789357777915,9,0.4476838429528075
103,text,"news,sports",2.188960883478676,5,0.29628513977259474
104,photo,"sports,politics",3.0025213147534,6,0.18878018980529226
105,reel,"politics,sports",6.181252134821369,6,0.11283161816053681
106,text,"politics,news",2.3100802868383243,8,0.17599056699664295
107,story,"sports,news",5.274037495802405,6,0.16886863173364874
108,text,"lifestyle,news",8.866420558441865,6,0.4434274684543563
109,reel,"entertainment,sports",3.5832991779795877,9,0.44664685448429775
110,video,"entertainment,wellness",6.956855050446341,10,0.16604999252012356
111,video,"lifestyle,wellness",11.342010568591085,9,0.19494157327703457
112,story,"wellness,entertainment",5.364134028932015,7,0.35657807829828014
113,text,"lifestyle,politics",2.6926304578427738,12,0.2417511639075746
114,reel,"wellness,lifestyle",1.2402034397187993,7,0.03931228265901858
115,video,"news,politics",3.343799616144554,12,0.30980329761486264
116,video,"entertainment,politics",1.0924925918688984,7,0.2033056791624726
117,story,"entertainment,politics",7.238790074756914,9,0.2035633832065057
118,video,"entertainment,news",14.067411463032581,16,0.057807346629787974
119,photo,"sports,politics",3.3488071338962304,12,0.2894089982740122
120,photo,"sports,lifestyle",4.025299266844684,4,0.08649356018291808
121,video,"entertainment,wellness",0.2584539306608843,9,0.1549114789449471
122,reel,"entertainment,sports",3.361135798617701,4,0.08798591155720559
123,video,"sports,wellness",2.3711761248792405,7,0.30766527036022656
124,story,"lifestyle,sports",3.98971262773552,11,0.10029459067734325
125,photo,"sports,politics",2.313994981910292,11,0.4179514536047126
126,text,"entertainment,lifestyle",6.1111679444766365,7,0.21828195897847621
127,text,"lifestyle,politics",1.1444078304618148,4,0.2521496828847915
128,story,"entertainment,news",3.3071177083295042,2,0.2058111397300231
129,story,"sports,politics",3.884307506292491,8,0.1252532597576455
130,video,"lifestyle,sports",0.016883088808195217,8,0.087115019721526
131,photo,"entertainment,politics",2.0889334684781766,9,0.016162925871594822
132,photo,"wellness,politics",16.00340395939935,3,0.11637068273855986
133,text,"wellness,entertainment",3.5399961291108357,11,0.10205509240687499
134,video,"entertainment,politics",4.064082218796903,7,0.21194342943050193
135,reel,"sports,lifestyle",1.993942809108408,6,0.40131905467068946
136,story,"wellness,lifestyle",1.230967340532271,2,0.08670020348195485
137,video,"entertainment,wellness",0.20892759374310207,11,0.29097262074746627
138,story,"entertainment,politics",4.524129334612905,10,0.13712332185292325
139,story,"lifestyle,entertainment",7.8473104270936425,7,0.014253515109228083
140,reel,"lifestyle,sports",6.905391921458779,12,0.13102738083327115
141,text,"sports,news",4.539832237441672,9,0.18616518780934138
142,photo,"entertainment,news",4.553016864719241,4,0.4090906728223659
143,story,"wellness,entertainment",0.7546270873523786,8,0.049191232511840634
144,photo,"entertainment,lifestyle",5.207861379310764,9,0.06754103699568996
145,text,"wellness,sports",0.36201572203064825,5,0.5932740226440554
146,story,"news,lifestyle",2.7689899077296545,10,0.2165580197131979
147,video,"lifestyle,entertainment",1.7990342840170392,3,0.002255495391866247
148,story,"sports,politics",9.390501395615686,12,0.17779646715025618
149,video,"sports,news",3.368863249655835,8,0.43537457377416144
150,video,"lifestyle,politics",5.242043348102881,6,0.02190917328654078
151,story,"news,lifestyle",15.304116282293862,9,0.10521036598888853
152,text,"entertainment,sports",8.121553597432863,4,0.4242434232820162
153,video,"news,sports",6.063321764661157,10,0.05269704786272142
154,photo,"news,sports",7.130258748899376,5,0.5432129236861112
155,photo,"wellness,lifestyle",2.0519197175170536,9,0.08260275734959219
156,text,"wellness,news",1.5849417285311043,5,0.0887176963492614
157,photo,"entertainment,news",2.314551494219512,4,0.1959599825172
158,reel,"entertainment,lifestyle",0.5902987936614879,8,0.0617943686419392
159,reel,"lifestyle,wellness",1.7004061813578804,3,0.3977109296870391
160,text,"lifestyle,wellness",5.186582661804021,8,0.08017875201991125
161,story,"news,lifestyle",5.996152245223439,6,0.05466545393002231
162,reel,"news,wellness",4.2614655723599695,15,0.4610428384695857
163,story,"news,wellness",3.5988262595727156,9,0.02013044257054673
164,video,"entertainment,sports",6.026164652320457,10,0.32811502156767214
165,story,"politics,entertainment",2.9828005937927586,14,0.02340983069070157
166,video,"politics,wellness",10.50982965867496,10,0.29091563524389624
167,photo,"entertainment,politics",10.371457932335685,10,0.41228693946122513
168,photo,"politics,lifestyle",5.017104030706071,8,0.3310817062166481
169,video,"lifestyle,news",1.3790990527930893,8,0.00888572637369132
170,video,"lifestyle,news",9.651373325365961,10,0.21644791781714337
171,video,"wellness,entertainment",5.18931506860269,9,0.24671167364925012
172,story,"entertainment,wellness",19.18686043943647,7,0.17317966567274468
173,text,"sports,news",1.134503936287884,10,0.11283381198669337
174,story,"entertainment,wellness",12.195914294446608,3,0.038005608804177256
175,photo,"sports,politics",2.7488548807334094,7,0.2386885713846795
176,photo,"sports,wellness",3.7773374395603088,8,0.17560675215917648
177,reel,"lifestyle,entertainment",6.334477143411242,8,0.08049561701213566
178,text,"lifestyle,news",3.1723526534271542,8,0.36593945463371375
179,reel,"sports,politics",11.736980747975963,11,0.1576771653695956
180,text,"lifestyle,news",5.994251475673944,6,0.27860039250232327
181,story,"news,sports",5.138946842160413,8,0.1420308854312347
182,video,"wellness,sports",3.714164102095207,6,0.08589309488654524
183,video,"politics,lifestyle",0.2837293882401127,8,0.5410917850415933
184,story,"entertainment,wellness",9.126757162769342,9,0.11350890567435144
185,story,"politics,wellness",1.789721736145192,8,0.030641556631622612
186,video,"entertainment,politics",4.057639253824195,14,0.02189661323617771
187,video,"entertainment,lifestyle",18.95644483116804,7,0.1628741077850882
188,reel,"entertainment,news",3.2916612175208297,6,0.03558012690777506
189,text,"politics,wellness",0.15965459167715554,7,0.13772428421317745
190,reel,"wellness,entertainment",1.8113852421788093,5,0.11021055024773853
191,photo,"sports,wellness",2.0081691484645163,8,0.1014036864307972
192,story,"entertainment,lifestyle",8.670034023336942,6,0.08525117347208969
193,video,"politics,news",13.636157548834493,7,0.765756561721295
194,text,"wellness,entertainment",0.9608426103964741,13,0.33925573832307415
195,story,"lifestyle,politics",14.888552806476428,5,0.1319836927182475
196,video,"politics,wellness",0.6080485872647633,11,0.13846972628927187
197,story,"entertainment,lifestyle",9.995203285212455,10,0.3507961044685193
198,story,"entertainment,sports",2.164279649507625,8,0.10979004462502419
199,story,"sports,lifestyle",0.0468276515824043,10,0.24426543212262883
200,reel,"sports,wellness",22.556155451912367,6,0.6373961284945502
201,text,"lifestyle,news",5.365720692031037,9,0.30087399185969776
202,reel,"politics,lifestyle",8.238423557438892,7,0.186589576812495
203,video,"wellness,news",12.30925688883585,11,0.2435819068484832
204,video,"politics,lifestyle",10.416223540471584,8,0.19317512359655864
205,text,"politics,sports",2.4275079922625937,10,0.48623487314499625
206,video,"sports,news",3.922849328919082,9,0.2888982476557031
207,story,"news,politics",2.813924187265969,4,0.1407942324647121
208,photo,"entertainment,news",8.293264763184915,7,0.14680892757514125
209,photo,"politics,entertainment",0.27870616852519103,5,0.21287339419921347
210,story,"news,sports",5.513515653265472,3,0.32704773864298464
211,video,"wellness,entertainment",6.638498677756202,10,0.1446932628402055
212,reel,"entertainment,wellness",1.4237436037553788,7,0.1105053710879539
213,photo,"entertainment,news",5.927969961529932,4,0.08599775973173003
214,story,"politics,wellness",4.213386193185834,10,0.05937631320355221
215,video,"politics,lifestyle",2.3068500686961526,7,0.1944922147947404
216,story,"politics,entertainment",0.639815238951883,6,0.28506889880714237
217,video,"wellness,sports",10.441970448926906,4,0.018455200551309232
218,photo,"politics,sports",21.494834414850917,10,0.16504475637052227
219,video,"sports,entertainment",3.4498101508985672,10,0.17125856353111565
220,story,"entertainment,news",2.247387458388711,7,0.0022760905373340567
221,story,"entertainment,lifestyle",0.009625204462241509,5,0.045009331191260785
222,video,"entertainment,news",5.40477723925817,6,0.049995691780284485
223,reel,"entertainment,wellness",0.9991566525967472,14,0.7100856119215947
224,story,"lifestyle,wellness",1.1609752562316382,8,0.23931268216518495
225,video,"wellness,entertainment",8.065504236607751,9,0.04116707267130315
226,photo,"entertainment,politics",2.2521512150813514,11,0.15547367043172483
227,photo,"news,politics",4.352423097671561,8,0.012634918078083058
228,reel,"politics,sports",1.4534124647901983,6,0.2779338817548434
229,video,"wellness,entertainment",30.39626667014637,4,0.12738270258760817
230,reel,"wellness,entertainment",15.000648356673095,11,0.12423191025615297
231,reel,"lifestyle,politics",2.258166281683914,8,0.009676503595737754
232,video,"news,lifestyle",1.403346504160107,8,0.05435646300707914
233,photo,"entertainment,wellness",1.6415701193686663,7,0.08827543754008225
234,story,"politics,entertainment",15.60107839303879,11,0.006270748052138776
235,photo,"wellness,politics",1.6224464319143752,7,0.009052286187393087
236,reel,"sports,wellness",0.9259422955018801,9,0.13582282564336412
237,video,"news,wellness",0.3327954988678949,7,0.12426544692522638
238,photo,"politics,news",3.3128574610330803,6,0.18035826696449378
239,video,"news,entertainment",11.216908619378543,14,0.15592014030003226
240,video,"politics,entertainment",0.24518778997724194,6,0.025537968535146238
241,photo,"wellness,sports",0.21048805662926168,7,0.01436005130631871
242,photo,"entertainment,news",20.344273341942774,3,0.029444597617277364
243,photo,"politics,sports",0.970895153823993,9,0.07475701217544235
244,photo,"entertainment,wellness",1.664047582424135,7,0.2585515369713189
245,text,"news,politics",2.3973165430957852,14,0.5540037756637484
246,story,"news,sports",1.278118877017389,7,0.07699586845986485
247,photo,"lifestyle,news",5.797066717429891,9,0.573031658601231
248,reel,"politics,wellness",4.497526631027725,4,0.030426869584115678
249,video,"politics,sports",3.314578214771822,6,0.31691812276912074
250,reel,"wellness,entertainment",7.016028306213568,9,0.22467341233773597
251,text,"news,politics",5.139819856425922,9,0.054071076890389355
252,story,"wellness,entertainment",3.06088891963574,9,0.01807916936897586
253,photo,"politics,news",5.603764307063276,7,0.15623197782206327
254,video,"wellness,entertainment",15.785252860460625,8,0.09588638480416864
255,story,"wellness,politics",2.668230764799694,9,0.34401472587934334
256,video,"politics,wellness",13.20527026398505,8,0.03968665003149397
257,reel,"sports,politics",6.8992129081338005,14,0.09993435201385249
258,video,"sports,news",7.306161502040998,11,0.14311527751650108
259,text,"sports,news",2.6822537944047213,5,0.21928066623917689
260,story,"lifestyle,entertainment",2.0190763622748307,9,0.37829286139554974
261,reel,"news,lifestyle",3.401559070801059,10,0.3412622139877251
262,video,"news,politics",1.645915847235543,13,0.4205229164719421
263,text,"entertainment,politics",0.006959834652608313,7,0.2210171022003335
264,video,"entertainment,wellness",0.8137773129687795,7,0.4814727445483977
265,text,"politics,entertainment",2.94858351415773,10,0.1272944011583616
266,story,"sports,wellness",7.505215624808005,8,0.22073449935382422
267,text,"entertainment,sports",0.29052335337956026,6,0.11904378351613981
268,video,"lifestyle,sports",8.636332075135833,8,0.04679174025256421
269,photo,"entertainment,sports",14.682366421592691,10,0.13452224674490798
270,photo,"lifestyle,news",11.75234786290378,11,0.4771557345770436
271,video,"entertainment,news",2.172438733392895,8,0.24781178185417715
272,text,"sports,politics",10.387691791405686,8,0.18585642467691202
273,story,"sports,wellness",1.437108191329366,8,0.011841135566611677
274,reel,"wellness,sports",4.341988280147357,7,0.06333111071838997
275,photo,"entertainment,news",3.8066613082251077,6,0.22993088827596658
276,video,"lifestyle,entertainment",3.4382214613602784,7,0.006794105067434499
277,reel,"lifestyle,news",0.5785510329290667,7,0.005308028219831989
278,photo,"lifestyle,sports",7.08725417289428,8,0.2901890687968477
279,text,"politics,entertainment",3.46823223793772,5,0.0710830292481264
280,text,"entertainment,sports",3.849277121047923,9,0.21795344971741729
281,video,"politics,sports",1.4025931314722482,11,0.08790100652136187
282,story,"lifestyle,wellness",0.12591083617208967,3,0.5170383041581373
283,reel,"entertainment,news",1.8114270977294349,8,0.08172962533356865
284,video,"lifestyle,wellness",11.50459350285804,4,0.009608604353861308
285,photo,"entertainment,politics",2.244141469607461,6,0.15003946020462605
286,story,"sports,politics",8.737498206660952,8,0.3571963249628173
287,video,"entertainment,politics",1.3180811813779347,11,0.28908754826451677
288,story,"lifestyle,entertainment",4.0917264846991905,7,0.10917211276396555
289,text,"entertainment,wellness",12.731221392493845,9,0.02141172396782229
290,story,"sports,lifestyle",0.645489021264124,11,0.5070316564477739
291,text,"news,politics",2.3836251595870954,5,0.1690460927269972
292,story,"entertainment,wellness",3.1309698805278185,10,0.014278855085180842
293,story,"wellness,sports",0.17299295798819453,7,0.0979124357048621
294,text,"news,wellness",0.0760509615744548,7,0.44745813211053587
295,reel,"news,lifestyle",12.214991635024422,8,0.049845794486538815
296,reel,"politics,entertainment",11.776493602744967,7,0.048296546675423976
297,reel,"wellness,lifestyle",20.261873378225282,11,0.18120728541256098
298,story,"politics,news",2.3278788677040136,1,0.208657993795352
299,text,"lifestyle,wellness",2.687712937918451,11,0.15575474608467296
