session_id,notification_response_minutes,opening_trigger,background_usage_score,exit_behavior
238,0.1,notification,0.488052866856881,forced
239,2.493788520022653,notification,0.09152904170472602,distracted
240,0.7374435846252562,habit,0.39344684460589124,distracted
241,3.6030465721666607,news_check,0.311276164403736,intentional
242,1.113379658593326,habit,0.46714692775440747,intentional
243,0.9443058519046031,habit,0.21850765862654647,intentional
244,0.79775312658843,notification,0.6482532797273803,distracted
245,4.668376614854856,habit,0.33151614721825595,distracted
246,4.724166088256609,social,0.14644418082163452,intentional
247,120.0,habit,0.1644769553800577,intentional
248,22.333245682868135,boredom,0.33331609742873236,intentional
249,8.792504979254598,boredom,0.08638418940123932,intentional
250,2.076287464828868,notification,0.11439307796691,distracted
251,0.2123177575466506,social,0.08114307414722073,intentional
252,1.223844128709377,notification,0.6626549778988243,intentional
253,14.31628282846998,notification,0.3426060154139285,intentional
254,1.2236918535643764,boredom,0.6550205923759583,distracted
255,1.1729492772124486,social,0.33179931668179663,distracted
256,1.7667849057026508,notification,0.15650284219527336,intentional
257,3.80222035156959,notification,0.4400006204623137,intentional
258,0.1417365894055553,boredom,0.295247092591126,intentional
259,1.2934654061636797,social,0.37751418620196503,forced
260,7.657789950556539,notification,0.45841536819237777,distracted
261,2.220460413683781,boredom,0.38396366387349956,intentional
262,0.3242403549148626,news_check,0.165635812150251,distracted
263,3.251954558422621,habit,0.28767898377444673,forced
264,1.6721956509110152,notification,0.20498816624628788,forced
265,4.822015436390208,boredom,0.11911373373810158,distracted
266,18.619395711071732,habit,0.37318637191991266,distracted
267,0.44029862555759613,notification,0.38500826301847507,intentional
268,1.5244267845668553,notification,0.25367980125659834,distracted
269,1.770661797611168,notification,0.21042727162311237,distracted
270,2.861592213821268,notification,0.5607461659657942,intentional
271,0.3209197226154992,boredom,0.27154737762114595,intentional
272,2.2494831257214303,boredom,0.2706928239784595,distracted
273,3.9867098990732432,notification,0.2653975396726751,intentional
274,0.852306675662471,boredom,0.36560087114034484,forced
275,0.1,habit,0.3277002054379579,intentional
276,13.595708895202076,habit,0.09639075784608071,distracted
277,1.161213308030304,social,0.266617637009903,distracted
278,0.2603269200551573,social,0.38976981266093896,intentional
279,0.6415054429116392,news_check,0.37885489693592694,distracted
280,0.5886495277824952,boredom,0.20580603437170383,intentional
281,5.235423454060651,social,0.4312679515476448,intentional
282,6.262497841918441,notification,0.3682441045976877,intentional
283,0.9819418552977972,notification,0.44332748724980686,intentional
284,5.452192117288818,habit,0.18142918777689626,distracted
285,7.061288618850323,social,0.05368817609314911,intentional
286,25.158960446325796,social,0.17877118207981577,forced
287,45.13418503278833,boredom,0.23964621314253684,distracted
288,4.00966725485636,habit,0.43023265823854706,distracted
289,2.664627897683279,news_check,0.15446005805817467,intentional
290,4.825949357193864,social,0.2873847723108691,forced
291,1.9414885629399867,habit,0.153408767370302,distracted
292,14.414211521518789,notification,0.12607248941014437,distracted
293,1.7136198584705065,notification,0.1324570048193435,distracted
294,0.6728840584297427,habit,0.3195987902605284,intentional
295,0.6535141238131685,social,0.15744942699115705,distracted
296,5.427544986081731,boredom,0.3504030738625148,distracted
297,4.13763069642501,habit,0.2420531581591125,forced
298,2.6788349658548407,notification,0.1675150223063781,distracted
299,13.186685761057914,boredom,0.0800224792091575,intentional
