session_id,day,session_start_hour,session_duration_minutes,time_since_last_session_hours,is_weekend,user_type,scroll_velocity_posts_per_min,scroll_depth_percentage,interaction_rate_percentage,time_per_post_seconds,return_to_feed_frequency,primary_content_type,preferred_categories,negative_content_minutes,algorithm_interactions,search_vs_feed_ratio,notification_response_minutes,opening_trigger,background_usage_score,exit_behavior,planned_usage_minutes,actual_usage_minutes,usage_overage_minutes,late_night_usage_minutes,compulsive_checks_count,sleep_hours,baseline_compulsiveness
10,3,18.320488160123304,11.300475427956558,0.3604371764188191,False,moderate,16.92337921846727,15.686033280624127,2.2642526543510364,7.927772473356139,3,photo,"lifestyle,entertainment",0.9028603198830016,6,0.05456315364629216,1.2771548984925367,boredom,0.09730860374473752,intentional,77.07897375885773,121.29377119609111,44.214797437233386,12.857026961374757,5,8.729472396955202,0.21290529962796736
11,3,17.98595367936417,32.59025816925738,6.456682923322215,False,casual,8.940795003135209,47.388762116948094,5.904287243361562,5.093396870185568,2,photo,"entertainment,news",8.624901659295919,7,0.672740248289392,10.693443973218539,boredom,0.3700640284989425,distracted,77.07897375885773,121.29377119609111,44.214797437233386,12.857026961374757,5,8.729472396955202,0.21290529962796736
12,4,8.676581249388978,38.817212844750046,1.7083566640816081,False,moderate,12.200610884679982,56.34942215821974,5.007433511465598,14.062810744274682,7,photo,"news,sports",3.161592810105392,10,0.0650435238604115,18.07089487843117,notification,0.27187332684825144,distracted,84.88852927533253,94.05767715717838,9.169147881845845,0.0,8,8.836614288299993,0.21290529962796736
13,4,10.165492994618685,10.013599499388146,5.9447809263198375,False,moderate,16.642134519006074,17.727328844063305,4.604667430256305,7.715948026875,6,photo,"wellness,news",1.5651855162193682,9,0.09730131939212158,0.6722883499768046,habit,0.4387063899629851,forced,84.88852927533253,94.05767715717838,9.169147881845845,0.0,8,8.836614288299993,0.21290529962796736
14,4,6.300283947067772,21.010770858855718,1.599700542980234,False,moderate,4.367695376484958,40.66325773312521,2.8854022590916184,7.133490334631377,3,photo,"politics,news",9.006252022170246,9,0.14054972363390003,0.2752689194120083,notification,0.650493616972092,forced,84.88852927533253,94.05767715717838,9.169147881845845,0.0,8,8.836614288299993,0.21290529962796736
15,5,3.3430223143141973,3.8730640442224993,2.586589756775664,True,moderate,4.177001890173717,51.40312984805746,1.6521136324077679,2.782853122730218,4,reel,"lifestyle,news",0.8985516107638489,10,0.08753639329440786,3.414712383633465,social,0.12924999901572115,intentional,91.43340830732606,58.819073078359175,0.0,0.0,2,8.836614288299993,0.21290529962796736
16,5,19.22767626800924,32.540162934960655,2.87515077622369,True,casual,6.318071521471385,57.503299823275235,2.996724762233012,2.3071918033719077,5,video,"news,entertainment",0.7394339148728563,5,0.12488140061356678,4.089751984138456,boredom,0.3512171363657906,distracted,91.43340830732606,58.819073078359175,0.0,0.0,2,8.836614288299993,0.21290529962796736
17,5,15.110410408995932,3.4708109692734928,1.1636809982822485,True,moderate,5.823403635337996,34.249796240247726,4.209904355466838,14.111661839118474,3,story,"sports,news",3.6406733525792196,5,0.019147920459327658,4.103378519404219,boredom,0.23785284305693058,intentional,91.43340830732606,58.819073078359175,0.0,0.0,2,8.836614288299993,0.21290529962796736
18,5,5.558910166937696,22.85330992132864,2.70259998895723,True,moderate,2.1472658861905582,57.931594129112696,1.5787195621698549,1.6899156354026663,3,photo,"lifestyle,wellness",3.002662568706466,12,0.30039943759385046,1.3675737751945756,notification,0.5101069113965292,distracted,91.43340830732606,58.819073078359175,0.0,0.0,2,8.836614288299993,0.21290529962796736
19,6,20.457686984501127,14.163724870667094,1.1085399827331106,True,moderate,10.84832914799473,9.352237701410813,0.645409306857811,1.2892317692422421,9,story,"news,sports",7.7975231501411715,12,0.27218754691754166,5.469837418944666,news_check,0.21873085077751994,distracted,114.67072520026765,169.21410997519038,54.54338477492273,0.0,2,8.836614288299993,0.21290529962796736
20,6,3.846103641938898,4.35718004120401,2.8717567340737413,True,casual,2.0337204304249163,26.31511988623422,4.959636106524967,3.66598649934442,2,photo,"news,politics",0.7012423232517908,14,0.02901338037815624,39.02128891110117,social,0.20081089792493168,intentional,114.67072520026765,169.21410997519038,54.54338477492273,0.0,2,8.836614288299993,0.21290529962796736
21,6,14.790333927466424,13.827821182546135,3.158355603323927,True,heavy,30.160375952872556,39.21721552408678,2.1008325157581624,11.393800246699817,2,video,"wellness,lifestyle",4.445929471434178,7,0.06822969237829453,18.041635241215335,notification,0.26270631110822695,forced,114.67072520026765,169.21410997519038,54.54338477492273,0.0,2,8.836614288299993,0.21290529962796736
22,6,2.6771440217947564,25.524292044839267,0.3632610227967272,True,moderate,7.1726337442049,45.74451703426404,5.717513744034544,3.1791594294489727,2,text,"news,sports",7.360378490950488,7,0.08055008541125938,0.704550774015815,news_check,0.1628825299979517,distracted,114.67072520026765,169.21410997519038,54.54338477492273,0.0,2,8.836614288299993,0.21290529962796736
23,7,9.3686222814799,17.11705616667924,7.224291463386523,False,heavy,12.010962265930058,50.731822285475715,3.9763248969236153,3.1308823456899595,5,photo,"entertainment,lifestyle",1.2023435994040628,9,0.015149330040340482,0.1075346130479203,social,0.14180015239228683,distracted,74.64551603148628,43.08004596016616,0.0,6.431264107371943,2,8.78302042073856,0.21290529962796736
24,7,1.8076285169845612,74.5741435247205,3.2079601491094123,False,casual,8.422034795968697,69.41515980385145,0.9546297384126156,3.897568547990992,2,photo,"wellness,news",0.0870836753020187,7,0.5248060656311212,3.6028758557936547,notification,0.10944419297452256,distracted,74.64551603148628,43.08004596016616,0.0,6.431264107371943,2,8.78302042073856,0.21290529962796736
25,7,4.7936999721488815,58.11054987594092,0.7828147077983431,False,heavy,9.200717722667214,57.989497790189226,3.5996771373165326,5.478190085038095,5,video,"lifestyle,politics",5.334663275645183,7,0.08114512364653508,1.5433228058994786,boredom,0.25001417944526816,intentional,74.64551603148628,43.08004596016616,0.0,6.431264107371943,2,8.78302042073856,0.21290529962796736
26,8,19.01037693898748,33.95630905811755,2.2585362436323186,False,moderate,1.225234254074131,31.36580836345322,1.4460429874308982,10.612902851480861,4,text,"lifestyle,sports",0.07225773561858094,4,0.0532242833926517,2.7328022124473548,boredom,0.27450065363640247,intentional,49.886347763057586,35.219117380808356,0.0,0.0,4,8.836614288299993,0.21290529962796736
27,8,21.441527424176265,42.93029040624954,1.085474786309012,False,moderate,8.498585124479355,53.111875791572615,5.190898552676525,4.321258121099525,2,reel,"wellness,lifestyle",3.318814192949486,8,0.060722060789221106,7.275572864335102,boredom,0.2145055141439889,intentional,49.886347763057586,35.219117380808356,0.0,0.0,4,8.836614288299993,0.21290529962796736
28,8,10.383688029292838,120.0,0.614557634597151,False,casual,7.0760587599617075,23.782955286511264,1.6025176239793573,2.3093912351933166,2,story,"entertainment,sports",8.513037108277855,6,0.032854624571525326,14.816463518262745,social,0.15790386196421202,distracted,49.886347763057586,35.219117380808356,0.0,0.0,4,8.836614288299993,0.21290529962796736
29,9,22.890012537482924,9.342398064438232,0.07969743088860139,False,casual,0.7225217967723067,44.42933146516314,3.7259347146656885,4.899813303135173,3,photo,"politics,entertainment",6.035632201017726,4,0.14255722167260035,4.0732600145319005,notification,0.03812617668761437,distracted,114.18368270192343,129.37891157928385,15.195228877360421,0.0,4,8.836614288299993,0.21290529962796736
30,9,8.590281318598333,11.076192520529954,0.17103346199683986,False,moderate,5.1491913070433855,38.94570591781783,3.3022919605328043,26.979573472236556,4,text,"lifestyle,wellness",22.44781628640505,9,0.34940767355687086,41.75543719826399,habit,0.5333118139220293,forced,114.18368270192343,129.37891157928385,15.195228877360421,0.0,4,8.836614288299993,0.21290529962796736
31,9,15.476814697019394,20.121696369933286,1.2523147468761662,False,heavy,15.74942867864464,5.575396385392549,5.60904279077597,4.576148511303351,3,story,"entertainment,lifestyle",4.393224177951474,8,0.1652914934829147,11.329600153706663,notification,0.6518150538067492,intentional,114.18368270192343,129.37891157928385,15.195228877360421,0.0,4,8.836614288299993,0.21290529962796736
32,10,3.07664314176065,68.81235950121477,5.056233446606325,False,casual,2.807464466839863,82.3160573051252,6.490446843941232,1.377084629232268,3,reel,"news,lifestyle",3.4425846416107597,10,0.15423165417170448,3.397426375651892,social,0.2097028124854382,distracted,86.15444812335001,49.84665465839203,0.0,43.49874123095754,5,8.474124778042013,0.21290529962796736
33,10,15.26134163709262,118.83490896754948,3.032743963712559,False,casual,6.535206770182105,12.481703359479528,3.818534898085428,6.564945274684739,5,text,"lifestyle,politics",15.935146908342343,3,0.1303785481498313,2.171002968764207,boredom,0.17849635445155762,forced,86.15444812335001,49.84665465839203,0.0,43.49874123095754,5,8.474124778042013,0.21290529962796736
34,10,9.99378657898678,25.83279449533863,3.2102348608067093,False,casual,6.270635160409152,21.371676903483472,4.467396489138573,9.1864198030125,1,text,"wellness,sports",1.5101785337923814,6,0.05048719141045746,1.8758858386806676,boredom,0.22093915794887936,forced,86.15444812335001,49.84665465839203,0.0,43.49874123095754,5,8.474124778042013,0.21290529962796736
35,11,5.172504403708013,54.10683739877006,0.20502081420618898,False,casual,0.4283424591368369,80.75051766502621,9.369663678364535,2.175697707268013,3,text,"news,sports",2.439014255241341,10,0.22047675061730204,7.953514905711477,boredom,0.32725951171213014,forced,33.92033983587527,29.93563663572252,0.0,0.0,9,8.836614288299993,0.21290529962796736
36,11,3.3632241739771,13.629216099761349,0.5205065890694991,False,casual,1.0147099086577365,42.16804997178954,8.12628648459236,2.330908428690929,3,reel,"news,politics",1.1343169263668849,15,0.10106587355914332,1.3410212881552428,notification,0.2908146064795931,distracted,33.92033983587527,29.93563663572252,0.0,0.0,9,8.836614288299993,0.21290529962796736
37,11,4.467698501544258,14.149037224717091,5.389497998111746,False,heavy,19.860944655983396,40.21740322186001,2.8441618479304593,11.596441241409535,5,video,"politics,news",7.998349603258477,10,0.23729664245894858,1.4809170572591668,habit,0.36250309568837297,intentional,33.92033983587527,29.93563663572252,0.0,0.0,9,8.836614288299993,0.21290529962796736
38,12,11.515392580197307,10.985615243558543,5.2517274307933555,True,heavy,20.068443315961858,35.43441106726088,3.366565590764461,1.193541497386927,3,video,"lifestyle,sports",3.8305316479904445,8,0.1420780958176916,4.380224481077983,habit,0.18852107283422045,distracted,47.36762483569008,48.4365437158301,1.0689188801400178,0.0,6,8.836614288299993,0.21290529962796736
39,12,17.421715860480663,9.990470221180342,8.87477996752209,True,casual,1.456714520599358,31.118955571961976,1.601738532728142,4.778587318498387,4,video,"wellness,news",9.46346719921131,11,0.09401502708148056,31.51748668993011,notification,0.23593506476311646,distracted,47.36762483569008,48.4365437158301,1.0689188801400178,0.0,6,8.836614288299993,0.21290529962796736
40,12,18.132108056055337,13.876525660201972,3.7173399385720023,True,moderate,19.562952912376762,15.289592658086857,6.928433242388605,2.6595004598822674,0,story,"lifestyle,entertainment",1.9856553395993957,9,0.08812849645499762,2.715760905167096,social,0.5000467390812364,intentional,47.36762483569008,48.4365437158301,1.0689188801400178,0.0,6,8.836614288299993,0.21290529962796736
41,12,10.87967959352992,11.082095853166798,3.132414622797096,True,moderate,4.838516592741387,17.989901118659233,3.6466956601580462,11.573843170521375,2,text,"news,entertainment",0.740259750999589,5,0.07933155835034922,3.1915590710000306,notification,0.06286786067927402,distracted,47.36762483569008,48.4365437158301,1.0689188801400178,0.0,6,8.836614288299993,0.21290529962796736
42,13,17.32198435493667,11.941758351182726,0.31757214786120197,True,moderate,8.160708595220147,53.51396868536313,3.7481992186512265,5.257589775664199,3,reel,"entertainment,news",5.994328989399511,6,0.0244415560109609,4.0574671288153334,boredom,0.4048163698004406,forced,111.06555769129892,159.41948704402034,48.35392935272142,0.0,1,8.836614288299993,0.21290529962796736
43,13,18.123461976873333,12.857170657709998,3.433778354925516,True,moderate,1.418888327790481,1.058318178232783,2.3823249230642163,13.884136110240101,2,photo,"entertainment,wellness",18.973349053097582,7,0.23898836078294003,0.5677151825832021,boredom,0.36755936365030134,intentional,111.06555769129892,159.41948704402034,48.35392935272142,0.0,1,8.836614288299993,0.21290529962796736
44,13,7.571202810627675,49.83093774464485,0.5027856704037801,True,moderate,17.02496085271259,63.04998932479092,5.369194886436546,4.29125956464668,2,video,"entertainment,politics",2.5686362649246792,6,0.15553987015766332,3.9652694811074904,boredom,0.326091914897378,distracted,111.06555769129892,159.41948704402034,48.35392935272142,0.0,1,8.836614288299993,0.21290529962796736
45,13,16.813299523486716,5.253236340299083,5.552615397520694,True,heavy,22.50960449931937,51.06571118143533,0.9708078349087845,1.3494541950637657,4,story,"lifestyle,entertainment",1.2404477702746846,11,0.012732243985180169,5.493671641575761,boredom,0.6055777046784365,distracted,111.06555769129892,159.41948704402034,48.35392935272142,0.0,1,8.836614288299993,0.21290529962796736
46,14,11.51665747425389,12.317431198446135,4.421993625671485,False,moderate,9.614985952006425,52.50602091468698,7.812837894455013,6.227468618146216,1,photo,"news,lifestyle",1.144796637150027,6,0.7000027407711915,0.5646747623017572,notification,0.5837469269353152,intentional,62.80077393795885,63.92966459107518,1.1288906531163292,16.952611067581156,3,8.695342529403483,0.21290529962796736
47,14,4.8636206160910875,9.59699244085297,0.6972340021193949,False,casual,4.5220323736000605,63.39314768200425,2.5350835012031308,5.760694949128688,3,reel,"politics,sports",7.450098680310244,11,0.007885064003062648,10.735774717178204,social,0.249903076377707,intentional,62.80077393795885,63.92966459107518,1.1288906531163292,16.952611067581156,3,8.695342529403483,0.21290529962796736
48,14,9.336181056505485,13.153721156547121,0.6666474637998246,False,moderate,4.9227708862167185,25.854348441632464,1.9891680182052227,6.831768730557495,4,story,"news,entertainment",14.350000525602319,3,0.10952505238434711,0.9382191255017543,boredom,0.09861001937615232,distracted,62.80077393795885,63.92966459107518,1.1288906531163292,16.952611067581156,3,8.695342529403483,0.21290529962796736
49,15,23.441359485986553,32.69048370588338,4.00308010662937,False,casual,2.8402151797384896,48.666539454954645,2.192703491291819,5.709598569293714,6,text,"politics,entertainment",1.1889958937816143,6,0.2190471850899512,7.729279148936792,social,0.1700795150295066,forced,85.37199062439441,93.10857570305139,7.736585078656972,0.0,5,8.836614288299993,0.21290529962796736
50,15,4.614726296698344,66.64389312004266,2.0020044657525315,False,moderate,5.871438955524332,56.89103469371766,8.595401341694767,5.90188728478213,2,photo,"sports,news",4.130194144489133,12,0.25174606139290684,11.217208719924242,notification,0.24709682353217638,forced,85.37199062439441,93.10857570305139,7.736585078656972,0.0,5,8.836614288299993,0.21290529962796736
51,15,15.727275731902736,27.920530409172112,3.589112247001179,False,casual,4.150321639253906,19.1839283329633,4.816260643442966,3.5583214171459603,4,story,"wellness,politics",14.67531046039402,6,0.06494858901703995,4.024367319425322,boredom,0.09012135015526736,intentional,85.37199062439441,93.10857570305139,7.736585078656972,0.0,5,8.836614288299993,0.21290529962796736
52,16,9.054225496581974,3.9958469982423184,0.2566987729092422,False,casual,4.14266855815613,51.89920381697293,4.048037252716951,4.920526016518137,4,text,"lifestyle,sports",3.7718193284650585,7,0.189230823665958,28.46023850344125,boredom,0.27967960085256155,intentional,74.07393709062893,159.14807261614095,85.07413552551202,0.0,1,8.836614288299993,0.21290529962796736
53,16,10.677268981162484,14.65337171276063,0.9344504796513986,False,heavy,48.40656258182109,71.56527759399593,3.1696854644320434,4.314243412420842,2,photo,"entertainment,lifestyle",5.84343158248386,11,0.11727502755803783,0.7635810764028697,boredom,0.5453795782172067,distracted,74.07393709062893,159.14807261614095,85.07413552551202,0.0,1,8.836614288299993,0.21290529962796736
54,16,17.081066436111993,8.60574196403459,5.933438896837118,False,moderate,17.653006805521173,67.07048735158895,4.291673598240593,8.46181877901157,3,reel,"news,lifestyle",0.292247963971473,10,0.11784932907173036,1.7712249641502913,notification,0.11593255349415586,intentional,74.07393709062893,159.14807261614095,85.07413552551202,0.0,1,8.836614288299993,0.21290529962796736
55,17,8.802166764421987,46.604435045024026,1.4530933295726676,False,casual,3.2806583718107936,21.426419770720948,3.821056986253664,3.0686114381302048,2,photo,"sports,lifestyle",2.4145303591155582,8,0.21364823128311738,8.803698142936693,social,0.03278995563875376,intentional,108.5902827449342,124.84592611269323,16.255643367759035,9.679433005967653,7,8.755952346583596,0.21290529962796736
56,17,14.262023809633664,21.72832950813813,0.2918441059664148,False,moderate,3.8163290294897685,42.38795632501337,5.783645962040157,1.6202994003833933,3,text,"sports,wellness",8.35590362492878,4,0.1887896181030753,1.7387999620913017,news_check,0.4483902865220281,forced,108.5902827449342,124.84592611269323,16.255643367759035,9.679433005967653,7,8.755952346583596,0.21290529962796736
57,17,13.133064443797887,6.104430367710613,0.05280093434152254,False,moderate,4.260251676765734,14.306190128933713,2.0067726881532364,6.753572376316775,5,photo,"wellness,politics",0.9339843315641511,10,0.44600582530541943,1.8718075139871295,boredom,0.22426175079534075,distracted,108.5902827449342,124.84592611269323,16.255643367759035,9.679433005967653,7,8.755952346583596,0.21290529962796736
58,18,18.403887602475933,3.9131725555484627,2.0869413291512946,False,heavy,20.72092201867084,50.37894030113268,1.6056250175118252,2.6089348836672825,6,photo,"news,lifestyle",12.754641522181725,3,0.03507951707459375,4.0390241024859606,notification,0.28692305266766355,distracted,105.31841759045984,98.03991093743457,0.0,0.0,4,8.836614288299993,0.21290529962796736
59,18,22.553259528145112,6.355116390010246,2.0589682641987204,False,moderate,7.243385189715456,34.12948227901511,8.813384202790449,15.163325908656859,3,reel,"wellness,politics",2.145655563745437,13,0.23896447312950936,0.5757019091194232,notification,0.1003050629888871,distracted,105.31841759045984,98.03991093743457,0.0,0.0,4,8.836614288299993,0.21290529962796736
60,18,21.771855188644125,13.720862793957286,3.0029366343459314,False,moderate,21.047109358781476,57.142000824281816,4.9500515070205315,3.5510232171050276,1,video,"wellness,entertainment",13.354121938412497,9,0.2926294015371499,3.19599275071185,news_check,0.17933190171885136,forced,105.31841759045984,98.03991093743457,0.0,0.0,4,8.836614288299993,0.21290529962796736
61,19,22.927269600306182,115.48861621423997,11.225452194529716,True,moderate,12.257599572323864,57.56491698167237,3.1103588190365046,13.06607638482498,2,reel,"wellness,news",3.72010290056713,9,0.38494310144493565,67.15211852696359,notification,0.2589931017154696,forced,73.5217204067355,65.50815272065554,0.0,0.0,9,8.836614288299993,0.21290529962796736
62,19,17.972592336083128,17.83830413821928,1.133956545189779,True,heavy,15.596731242332536,15.931196562508074,4.202570231801121,5.028257999587866,2,video,"sports,wellness",6.596457242989163,11,0.2663600206598129,3.727820472731236,boredom,0.07895766030390433,intentional,73.5217204067355,65.50815272065554,0.0,0.0,9,8.836614288299993,0.21290529962796736
63,19,17.9496931480562,62.11493345279477,0.7489330520497681,True,heavy,27.75112486826241,55.45678581366181,3.81905396969862,4.512898969309313,5,reel,"wellness,politics",0.9066411699486492,6,0.1387727869306098,21.629321952292216,habit,0.19655564751260815,distracted,73.5217204067355,65.50815272065554,0.0,0.0,9,8.836614288299993,0.21290529962796736
64,19,14.739608446426256,18.265325657055016,1.0514199121839225,True,heavy,15.00011329263111,40.52177772763265,5.817164080756527,5.274878047871323,6,text,"sports,wellness",0.7759635158659152,7,0.08308847144205188,0.28666599538809906,boredom,0.10961285280762337,intentional,73.5217204067355,65.50815272065554,0.0,0.0,9,8.836614288299993,0.21290529962796736
65,20,17.56764382968809,6.844891435037637,1.001184807166257,True,moderate,2.866305366369689,11.996971265425039,10.052497406401915,13.783727846726231,1,text,"sports,wellness",4.094684440845451,11,0.11187775305794276,10.705398842616336,boredom,0.12233286519379967,distracted,110.48550630093811,239.7902043679751,129.30469806703698,0.0,5,8.836614288299993,0.21290529962796736
66,20,3.750659514765136,3.7830121328417605,2.819300096909389,True,casual,8.245673758508863,26.276547882622815,2.3551067299945934,7.674582648552336,3,story,"lifestyle,wellness",0.30908774483092344,12,0.6044225957948787,0.4101011081847031,boredom,0.05414301148526472,forced,110.48550630093811,239.7902043679751,129.30469806703698,0.0,5,8.836614288299993,0.21290529962796736
67,20,8.419758956359694,4.392990643211854,1.7187022006279697,True,casual,6.968934168359153,47.63804845536506,7.941420101943315,1.9801402520396865,4,text,"lifestyle,sports",1.572853771473254,6,0.0022542188742217134,28.4203329079945,boredom,0.21513453135261137,intentional,110.48550630093811,239.7902043679751,129.30469806703698,0.0,5,8.836614288299993,0.21290529962796736
68,20,17.170446660552805,36.614653674867554,5.855322218218564,True,casual,7.242764961816408,46.58022821311171,8.064480311639548,10.053676955561267,6,story,"sports,news",4.011557264666417,10,0.39909384045364454,4.9604138131820195,habit,0.21467590737289335,distracted,110.48550630093811,239.7902043679751,129.30469806703698,0.0,5,8.836614288299993,0.21290529962796736
69,21,10.553100306864568,45.439540797613134,0.6197073947954459,False,moderate,16.388195005869406,61.955452543848764,5.794772526343546,1.6162045682104227,6,text,"news,entertainment",8.330179892499828,8,0.11397362336615448,0.4815164177960508,notification,0.22927993054756132,distracted,51.42946331188227,58.880850884606616,7.451387572724343,5.6750288487318326,7,8.789322381227228,0.21290529962796736
70,21,5.189765179403783,28.80098104162854,0.6191381741897768,False,moderate,8.369667074011609,81.73092469755336,4.281665689565984,1.2355732042849692,1,text,"wellness,entertainment",1.8222761887479577,8,0.399598387743592,2.7062890876158177,notification,0.10440392871572117,distracted,51.42946331188227,58.880850884606616,7.451387572724343,5.6750288487318326,7,8.789322381227228,0.21290529962796736
71,21,8.570998396649824,62.1099396804311,0.2570999507640343,False,casual,12.048594156840476,42.6945599936643,2.2263110539449555,6.693012077642743,4,photo,"politics,lifestyle",0.41561470287607544,6,0.01685172232377497,0.14084745328005024,boredom,0.19975150330593713,forced,51.42946331188227,58.880850884606616,7.451387572724343,5.6750288487318326,7,8.789322381227228,0.21290529962796736
72,22,11.381098230936491,26.51785047075667,0.3366157591221346,False,moderate,7.839720141480827,54.59959540744198,1.3743970320097765,30.871366513401362,1,story,"sports,lifestyle",3.38723036633549,7,0.12626578045590345,9.73566098605177,social,0.4404236899134667,distracted,34.240878470535286,26.681462864722835,0.0,0.0,7,8.836614288299993,0.21290529962796736
73,22,5.884878284615861,3.4395515601816125,1.5666603931465315,False,heavy,15.902600519684713,86.78337521714265,4.916688170684644,14.204776968350092,2,reel,"politics,news",2.7211827742435695,11,0.022158995396206246,0.14554360798535557,habit,0.16718470769989108,intentional,34.240878470535286,26.681462864722835,0.0,0.0,7,8.836614288299993,0.21290529962796736
74,22,0.8262055298844659,12.977775445789353,0.1927475406786599,False,casual,3.224567106780782,25.672986847968048,2.9995443416508354,1.0,4,video,"sports,wellness",0.29851953914593243,12,0.06704913185579706,1.1034580095587598,boredom,0.21304680252233268,intentional,34.240878470535286,26.681462864722835,0.0,0.0,7,8.836614288299993,0.21290529962796736
75,23,18.06906658087651,3.69527719416754,0.2347260859192981,False,casual,7.700026691322418,50.81169411618759,4.365124115288653,3.636410746937596,4,text,"politics,entertainment",8.285095846712506,9,0.2360068044957731,0.29322787604710704,habit,0.3139916017362994,intentional,43.62053065524955,43.039436892778504,0.0,0.0,4,8.836614288299993,0.21290529962796736
76,23,14.0460483481545,8.685942915043702,3.1722840151106975,False,heavy,46.13251383592505,77.68156181196503,3.7825563880123974,2.646613494472528,4,video,"entertainment,sports",2.094947096852951,8,0.14609653634794356,2.8562904457118234,boredom,0.30561380209855404,distracted,43.62053065524955,43.039436892778504,0.0,0.0,4,8.836614288299993,0.21290529962796736
77,23,23.321973089190983,44.94323703879356,1.6728257382048903,False,moderate,8.99606060056919,25.62682080098007,2.1531915020955545,10.137907875878867,2,story,"politics,sports",2.906210891862857,14,0.00026205028803820413,16.250970947952045,news_check,0.052039668560769116,intentional,43.62053065524955,43.039436892778504,0.0,0.0,4,8.836614288299993,0.21290529962796736
78,24,19.91810048674933,16.32923883262539,4.615300349860762,False,casual,4.130258548745465,44.24875067994234,6.785195168076718,2.968558984848438,3,photo,"entertainment,lifestyle",3.958402448983251,6,0.3070238951383905,3.9505623147938,habit,0.1997754308822087,distracted,112.14722798987448,177.0756570702569,64.92842908038243,0.0,7,8.836614288299993,0.21290529962796736
