session_id,user_type,scroll_velocity_posts_per_min,scroll_depth_percentage,interaction_rate_percentage,time_per_post_seconds,return_to_feed_frequency
43,moderate,9.194552018629404,38.178156275528835,2.4161761768192407,3.97106452575832,2
44,moderate,10.06825082299028,59.76070873423107,12.828750975132612,1.0,3
45,moderate,6.5863995079980855,75.55649021516328,2.677391809348478,1.3822018160706326,2
46,moderate,4.697708093227424,27.8486145338083,9.557291341887884,5.675545786935753,3
47,heavy,12.16804518080689,59.375022872351494,6.62728210832757,2.5833008303332443,2
48,heavy,26.300639388016783,47.16378228097186,4.776439395669412,1.3461897642195297,1
49,heavy,24.482901108156433,76.24737796808742,3.163239963484126,6.457736552166634,3
50,heavy,19.634336270329715,38.78608312963908,7.842791983842558,3.578654359082032,2
51,moderate,7.62730745666726,53.5993474455178,5.49676100019743,4.040672686486405,5
52,moderate,9.39407749471089,53.528994162851696,4.619270735317327,2.025983251390642,4
53,moderate,27.178743914951347,59.27034084666318,9.065520158487253,1.015228777915488,8
54,heavy,12.88301919406778,62.755030829981905,4.359103335856398,1.3241741378882215,3
55,casual,1.7931365244791342,71.54211475214262,4.141987401807638,2.6368182721839637,3
56,moderate,8.00953754142424,37.108450487892725,3.250692708039526,5.013749552754788,1
57,moderate,16.050062335488885,9.861447109167633,5.063904242882114,1.441360145763839,3
58,moderate,8.787665978882089,55.86104830890749,0.5206975315275529,8.50630707480905,2
59,moderate,7.720327270450766,30.41797794942091,4.97275064304407,15.335883736281946,2
60,casual,2.1686594146817813,55.98036958185357,1.0498845286224314,4.288808246294649,2
61,casual,1.0961662811855835,56.6174828246328,8.766886531517446,1.5331532733408302,4
62,moderate,8.723588205471092,28.895994672295117,7.2879141960017835,3.0261288415635432,4
63,moderate,9.095325750558299,71.61283303491959,3.0168523643624274,6.148250926892075,1
64,moderate,4.055046312702223,53.35715629902992,7.6884957918573935,5.467297271035735,3
65,casual,5.446844302522576,9.897812893881992,1.7499472661804831,5.02071632733035,8
66,casual,5.724983324768211,50.828846380796236,3.180630654897291,3.249359259815081,1
67,casual,4.425749770301447,69.04089012002188,9.629422468691411,1.8279218974176266,3
68,moderate,9.764883827413952,39.02408480990773,4.435614148302182,6.478478899614452,2
69,heavy,4.23800884934041,64.26749453953465,6.40165647353009,3.4265790321690583,4
70,casual,3.1764299859190293,22.981419547690074,5.813440127423496,1.8055224342878415,2
71,heavy,18.336060953496858,66.20682820387847,2.4395148627561003,11.63411684163945,5
72,moderate,13.64894879947884,37.04720507646417,6.635092882002864,8.930869899403572,5
73,heavy,16.67394377198558,70.92049695869524,3.4051441698486284,4.261319890458158,2
74,casual,3.823934972183337,48.47780780245695,0.5874406622492624,3.851077008678107,3
75,casual,2.98047166167084,50.912400336790995,5.755052739423437,6.282442855377631,1
76,heavy,20.693522208002967,15.287064124247618,0.5760226040080125,1.8199179399173924,3
77,moderate,4.8707608515940475,14.622730717367613,7.009144329242945,5.047889452487114,1
78,casual,2.6531306023160344,49.43653879218529,6.590191086304442,1.0,6
79,casual,3.4985763627254713,39.49412333819917,4.128773618074551,5.427894527460583,1
80,casual,1.2922935576653534,9.423671914008871,1.227538767783535,7.54488017801759,5
81,casual,4.740243503927172,59.4078257041576,4.206355889843115,1.7029737453177942,4
82,casual,3.397213825026646,2.093553030629733,5.064475229918779,18.081825831896094,5
83,moderate,3.759085062549187,5.226177463270815,9.570054736324725,22.16507758715222,3
84,moderate,11.573635735266581,38.73975672404214,1.4891573097714794,1.0,3
85,moderate,17.952092117028798,31.44626537773707,0.5700382050586209,5.154705305846437,3
86,casual,5.479656610991644,71.32578695758558,5.952729099737012,6.826995850096128,1
87,moderate,4.980074017675634,39.171068902283956,4.454527879165856,4.418812167938474,2
88,casual,2.1433316719140283,13.479051164015884,1.3129557274440453,7.126442842413253,2
89,moderate,9.776441329892219,37.74214803335549,3.0970441837244813,6.190972536998518,2
90,casual,2.847629656148497,34.38383380180813,4.2184940229969055,2.7218147387449223,3
91,casual,2.695859163170058,14.496997568724801,7.652596571616982,14.039143911327246,3
92,casual,6.218793961782269,45.34832419162761,2.046030756420913,2.5933317982746034,3
93,moderate,7.963229258309199,6.8863514845313984,3.1730094050018423,19.108075108220557,5
94,moderate,12.401610470449876,39.016575863237804,4.233291639174523,11.112274929631177,0
95,heavy,23.480579144074074,47.05482840853662,1.7618929366240763,15.79229591457912,3
96,casual,3.7976990723627955,35.682655601879695,9.385218554053672,3.343073764441847,3
97,casual,3.658072644857124,41.12554345362538,4.059733369424949,3.305078959216999,2
98,heavy,15.54121226388542,50.3329609671644,3.754266049842261,6.972863938559483,4
99,moderate,3.303967171607177,48.8901386502153,8.496173794212421,1.917836715397961,0
100,casual,6.762986251273806,58.91832126969917,2.580011922287795,6.081491783599951,2
101,casual,1.5646016767376902,14.736938252307102,7.180860185593908,1.855668213599854,2
102,casual,8.821398159175748,23.617212370919948,5.515822068901029,9.776558440819667,3
103,moderate,5.12196400772927,20.583431639936077,1.7288046374489836,1.0459452595680074,4
104,heavy,31.053770941286558,34.483036280951275,3.0059007990686286,3.43618041359254,6
105,casual,3.922376555658318,55.552273909135444,4.831341296618291,1.49334478399913,1
106,moderate,10.352119857722844,63.39301464183657,0.7378361294145542,4.967589381474451,3
107,moderate,15.441549939016012,46.581726754997696,6.295434151130703,3.8729473284394955,4
108,casual,1.451810716734758,28.06036641290075,5.031786658592092,12.570096854026335,2
109,casual,2.467693428118971,10.673953698757385,4.869153285632189,17.593805647221277,3
110,casual,1.8817925016245307,61.6068335696375,6.276512870755031,22.616756271180275,1
111,moderate,3.157457892910098,14.701816234337436,1.032705814407206,1.0,0
112,casual,3.1578739975644106,5.986242034940323,1.3920715024580521,1.1715461517820271,5
113,heavy,11.58497758929106,14.823003528392098,3.4655332850543488,5.6137417562679355,1
114,moderate,9.637078302007222,69.98062909525457,4.259835826634795,11.587652149663294,5
115,moderate,7.415801125913836,57.49999132611531,4.769078161423964,9.592746229308176,3
116,moderate,20.53055095818158,37.97793776019132,6.077285971585068,1.0853606884404916,1
117,heavy,14.721858889540469,67.82430791173174,2.5097035415567195,4.828273070669197,5
118,moderate,2.8913059810536934,65.54176106236407,2.7107946892324257,1.3096513989687169,1
119,heavy,31.962212668710084,72.09763436220975,4.32952424604179,1.4219717110367007,1
120,casual,0.37478080617374554,77.83329269256832,4.947604835001361,7.635140560012204,3
121,heavy,24.08031144255006,65.3128157019746,2.916036777104897,3.630595540090193,4
122,moderate,7.526933127298065,50.243777567338476,5.022857211997016,9.758173626702012,3
123,casual,3.7039828738700504,55.557016966403715,2.5630874248994093,1.488688755560391,2
124,moderate,13.023406135222409,22.372838206550792,0.7178807556902087,6.06362556993607,5
125,casual,1.711185906189882,36.028597833055954,8.605460806921831,2.4593909894465127,0
126,casual,1.7060026055784339,49.65825154339404,2.7030586918599697,15.760203442545738,3
127,moderate,5.700414499454711,48.55814928549961,7.057288006195327,5.509158309813644,1
128,moderate,9.283410787622447,38.50679479113926,1.6886066333245255,2.6395560352439515,2
129,moderate,6.1969007735235495,32.44962679822599,2.1444540763836626,5.1599324400539075,5
130,casual,8.97446244662452,16.12552856148434,0.9946824642028644,5.362513102862887,4
131,casual,5.885234780845403,39.33633717814281,6.623305322496321,10.767149471517937,3
132,heavy,15.651400921330323,20.945457168918384,1.6390633517375464,7.703608141983616,4
133,moderate,18.83799253029419,45.2956413676255,1.8673362173077992,6.459856185839786,6
134,moderate,7.510545215977407,43.18511903989469,5.458400392124659,9.483561798439291,5
135,heavy,30.87889049642482,16.134411351172687,5.483221237384276,1.4993597180644487,1
136,casual,0.6691605802053293,11.464746755768033,4.471119550208546,2.3371400720587108,5
137,casual,1.640847010507193,49.156485577294376,0.6942898593120129,3.6141796898029916,4
138,casual,7.075573831286621,20.384644074354917,4.08562487422256,6.137361441062058,2
139,moderate,29.058419672236113,24.633714368985775,1.2942186306197008,3.3438134524119545,3
140,casual,7.41327305608298,19.49229541047792,1.8570250625681872,1.4145622157752542,4
141,casual,3.743628435529932,24.749740397654275,2.75969521111499,4.2226085699601725,4
142,heavy,16.87920583896359,23.00348171636209,2.0092926506871374,1.8659425735023838,3
143,moderate,9.76875809182139,17.5108305870729,7.664084055549356,4.693304491296133,4
144,moderate,4.10945290204082,42.250897031830725,2.383463482891863,7.893571328108885,4
145,heavy,35.800219876944645,24.02021958408583,5.266046875335486,6.177254332808235,3
146,heavy,30.248358067186786,61.051043234967636,5.375434303242387,5.542796535602443,3
147,casual,2.903191026156753,26.226189135671284,3.392413811725456,22.085975970642306,4
148,casual,8.994806436087924,36.43453722087752,5.296373605596215,6.440260618089899,6
149,casual,3.2868459553596323,40.11021862176027,1.3617293150320569,13.587934923606369,3
150,casual,4.136378994686666,35.02850947553783,5.039618143071633,1.2434326276257135,8
151,moderate,16.056994195586245,33.948409788517246,3.0594571251634584,3.7020619590754325,2
152,heavy,14.076246425069083,49.29765849563448,1.157497174183053,1.128714505107041,2
153,casual,5.314148268607549,25.56231592026566,6.08604163853402,1.9674143530684154,4
154,heavy,13.421287783978723,46.65911908065355,3.68742449721134,3.3975062955857225,3
155,casual,0.6021616734133657,8.815377445742865,2.1338188422393505,9.854780835291155,6
156,casual,0.07795351570860326,43.56326373600276,2.273738418089259,3.009212436900834,4
157,moderate,9.409417578570467,56.13273407975057,2.348238959606222,7.900158177710267,1
158,heavy,14.540620167468603,76.75232457726973,4.319437920811891,4.254811909097307,5
159,moderate,0.800012185968195,14.836359818722421,3.0429121741673053,6.178667013887068,6
160,heavy,24.317868929525307,11.407087715728794,0.6807703861317835,1.4987424214372622,3
161,casual,4.366327421825979,27.916178749112714,6.144980217961199,9.314176993814323,5
162,moderate,5.539516376285032,54.50914308024508,11.805923483017136,2.069414256892235,2
163,heavy,12.036564046505367,40.10110027262266,5.023107643003307,2.9368272768228443,1
164,moderate,6.053501833382846,72.32028390309466,0.4516245829740587,1.893711222922404,2
165,casual,4.3553544451704385,32.15756723851244,2.8697944160880557,2.9213158699822537,0
166,moderate,9.33689632703593,45.45093487057026,1.8443795373725393,15.302560481039075,4
167,moderate,7.027071919330254,24.672444217435512,5.563629166714652,1.2233864625511786,4
168,heavy,6.584363053981217,62.66894195547297,2.2863835448260987,8.298692310225624,1
169,heavy,22.177405831314925,41.63973509547648,7.386310767566087,2.2037441773635793,6
170,moderate,8.11082924280015,61.445996184471475,0.9565536857530664,1.0,4
171,moderate,13.404802957978113,43.243949935088196,1.5512421305076973,13.116127145339862,3
172,moderate,2.4843986076985733,57.75476805686296,4.84887672881896,5.799376525415949,3
173,heavy,7.714536402612061,67.17615154281653,7.720588146373579,5.824170591774778,4
174,casual,4.977718544864435,51.61774332427779,4.496699162379913,3.9440100965090745,4
175,casual,6.683374441542752,36.483571922328586,3.564160278489959,7.1929318383805665,4
176,moderate,12.109877344571682,54.92195671023754,9.249661619415505,3.960573061452788,4
177,moderate,8.935323709288717,87.57516518308684,4.854191727157581,2.4921646754224285,9
178,moderate,17.589126433002257,21.67386487560353,6.418518072553406,12.652410129800758,5
179,casual,0.3593029910332906,25.784078943516437,0.5255209811964352,8.537628606274351,4
180,moderate,5.095760198020955,43.52700764482988,5.3077741381046,2.546843480390245,5
181,casual,0.5127711338434231,41.978893793657335,3.5017894617655836,4.001179987893132,1
182,casual,1.0157004573958983,73.22111094661274,3.717079479896928,14.905808367081331,2
183,casual,2.280378004540417,35.50141290542898,1.1484491447743204,4.163921957842738,2
184,casual,1.8753724696654483,60.58286424401961,1.8412063950654214,11.279355030155294,2
185,heavy,6.592175088688846,80.27995302297776,9.595575480283246,31.575408431294715,3
186,moderate,12.913322299727128,37.17675037054531,2.19608414562374,4.836439995235866,6
187,heavy,17.997413283703526,66.89890792606873,3.651936020880118,3.676227709798072,7
188,casual,3.324464439219806,31.959050535688068,1.9619840563027693,3.8571799413638397,2
189,casual,1.4818737857699913,26.154905501978863,9.042166221753348,16.780276080010342,1
190,heavy,25.705244638296463,50.40250034396906,3.5217895633063643,4.241296805345325,1
191,moderate,6.743183312607797,21.644561058733043,3.0050429565091474,15.715706253373533,6
192,heavy,14.534821958441414,10.648332246168955,0.9779682873123545,2.4548983597347505,1
193,moderate,13.896785692667603,66.0086021461343,2.4300160981847077,2.241875330198264,3
194,moderate,7.89073688150579,32.28875980291793,2.1163708717855787,1.3258612428697714,1
195,casual,4.475421996924268,70.35328806394566,2.1161991193347878,5.2068705505575235,2
196,moderate,5.9937515087158815,35.72745512743646,2.580115138848588,3.72505104842808,4
197,moderate,11.497659149234826,28.795270441641023,0.5442045896526722,8.782618131377696,3
198,casual,3.3363842643100514,47.139797307208845,3.1489690775217802,8.748523317861435,4
199,moderate,5.839385935759552,32.46367185523845,4.835649346122851,12.568314280941518,2
200,moderate,18.309209290408965,12.433082244192995,5.432082910890756,1.8887196727585382,3
201,heavy,21.454914970126826,20.24866496085788,1.3118537306503097,3.971042226643369,5
202,casual,1.2295713845845357,22.31928588165542,4.47060675307169,1.3603129022496796,4
203,casual,4.7979014777078435,37.540743341913256,1.6881065848641907,4.423975016260979,2
204,moderate,15.700762316469866,72.56652093863889,1.664129393456398,5.697112501427298,6
205,moderate,10.245215137062596,23.819574906392045,4.450366281656192,6.799542383209879,2
206,heavy,14.138505162174985,57.766433993565194,7.534343073433153,1.0,2
207,heavy,29.725235474775328,30.928852376083437,1.0817505291242344,4.07780014757284,6
208,casual,7.295006198211271,11.744736264649362,3.4982715356347622,2.819656259938699,1
209,heavy,40.97468298862183,53.03108155612304,6.720189551207932,3.9795181493683907,5
210,casual,3.118486014563315,68.07659942936795,2.060667105412787,11.956595882598888,2
211,casual,3.070604726000682,76.12400892864444,3.420467700959619,2.230149796494228,1
212,moderate,10.874370365384262,14.373835166574553,2.4028452704419085,3.164750016131676,2
213,moderate,9.344389731722137,49.37099439816768,3.0439341115235075,6.40882530285717,3
214,moderate,8.046430142954403,39.71898158463487,5.341402318498803,6.968352261657594,3
215,heavy,26.716770363902338,15.41225658105434,4.362631599996149,11.930467374160523,4
216,casual,3.4094673466644676,6.699633568557893,2.3455604587559855,15.481866466545599,2
217,casual,1.6725976754592586,61.059088869590305,4.247845005962336,1.878814744289019,2
218,casual,8.800118740969642,54.85796758791134,5.750970319212031,6.836307207334835,3
219,heavy,28.784836836612214,35.36596645754292,5.37953460999513,6.595811472292226,6
220,casual,2.2485402441248947,30.055039922012867,7.161364607915528,3.486403640697675,6
221,casual,1.4647462956499744,44.535891346267306,6.409553514378664,4.873763058241753,1
222,casual,2.7559285568483176,25.447166277073567,7.908066443841438,4.14918969404046,3
223,moderate,5.724093405572728,11.601590401327767,9.442480858218389,23.51345533740894,3
224,casual,0.25036548425187455,15.240655585777873,4.619062862949383,3.3991171731196577,3
225,casual,1.8222474269194864,30.018190382915716,5.110828076622621,5.667040187895012,1
226,moderate,3.3709717223994113,13.537681727665593,8.11897015598289,10.426275414876706,1
227,casual,0.3015671182681357,10.890232339611188,3.7160198879469224,2.739799772582527,2
228,heavy,29.457419604093076,35.343735169515476,1.540304602739273,5.78671376070494,6
229,casual,0.45033685496212783,32.97352256355693,3.174951946979715,9.321821331103003,1
230,moderate,3.4785825099274543,64.18074091544594,4.049067652561929,2.324122753419966,8
231,casual,2.484723127174791,40.44419000117903,5.390810194973402,2.167509896196728,0
232,heavy,18.919241129398085,17.671219824371068,4.889823943554084,8.290395410286012,1
233,casual,11.983915753581865,23.79005191757935,4.054155821964899,2.8018891807680455,5
234,moderate,8.242890805505528,52.78203086972732,4.301386070367065,8.048500245005291,3
235,moderate,6.244967039318595,36.88048752586462,0.7628140498309999,14.724195084215662,3
236,casual,1.0272644846946275,26.141626739495617,1.3797696163756763,2.816832755632792,1
237,moderate,3.2434725236526445,14.56540413896858,1.896117865877485,8.276423831281555,0
238,heavy,11.100271420315783,25.33774157370514,1.7513123952607264,5.758244676268319,2
239,heavy,26.720656536463817,86.56192708377023,1.9483857096618606,9.192469043483792,5
240,casual,3.005772239615613,15.75761411188058,9.740771989546143,7.427121765600113,5
241,moderate,16.918592233259886,10.610302063597846,4.801288224101432,2.257173656916291,1
242,casual,1.8936542441988145,43.32225311430603,6.307164968350837,4.08575504497939,3
243,casual,2.2405212895486857,57.01631317916789,1.5059801778476742,18.603572135929287,9
244,moderate,7.034899976907701,49.13082695429926,0.4541538790361991,4.641553972012444,5
245,casual,2.178021145913296,17.841323370566577,1.9173447897479978,10.505805414791567,3
246,casual,4.688189651862863,37.664854027818556,2.9894570270033425,5.65308802661189,4
247,moderate,8.748465191591771,25.6527125054873,2.4940864036103574,3.068655340882565,3
248,moderate,3.917190861037058,30.708553918487326,2.0944629966793777,3.2487283425633637,1
249,heavy,20.035050281477858,90.10604222868855,5.197178978101103,11.897640903445017,3
250,moderate,8.378953009610662,11.019323479115124,3.9038276014330533,3.7041371679523665,4
251,casual,2.7329886299491704,16.803615682661295,6.5375250350361345,4.452442673155325,2
252,casual,3.8488914391060267,41.21420328797308,1.9478591250375485,4.63622425342068,5
253,casual,5.507542988237354,47.43790366897988,3.0996003008968724,2.7433618146699086,3
254,moderate,14.634451443600888,48.9486712425879,0.747937162318129,7.7977344384948895,5
255,casual,2.188988191024473,27.044325259028085,2.554175623976364,2.6118418995082884,6
256,casual,2.642198323852872,44.902464615107846,3.656894649714832,7.054445769260619,8
257,casual,0.2014940071616603,28.914461463106733,1.4910290299564037,1.9093135866822852,4
258,heavy,10.673100935894377,13.426900099591293,0.6390626011644408,4.418731930296322,6
259,heavy,13.913705559082063,61.06027590495997,4.286062581049582,4.591409460047622,3
260,moderate,7.957804550191041,7.674150848502369,2.567793539501409,1.0,2
261,heavy,17.22230047579222,52.38141140115567,3.2032442617572157,3.033438401355093,2
262,heavy,35.927291401910665,43.70517202568652,1.007123853996215,7.344368100298854,0
263,moderate,5.989700323440205,23.03354065440959,2.1664375415219133,6.244384566819103,3
264,heavy,18.59984575138735,62.156013648920535,3.9110017987334023,10.484603103139664,2
265,casual,6.041319844633079,22.53791562774769,6.467419785812515,16.173444786077464,3
266,moderate,2.661997309842888,14.774375089558797,6.368165865833277,1.2742091443116117,3
267,heavy,15.159958479191049,54.5935534629565,4.946538500291821,3.729611571920489,2
268,casual,1.9728288053308596,5.4379465973218695,0.5431692451288427,1.6294937121013637,3
269,casual,1.977149589299904,16.914972734732814,11.0028535047379,1.6682940924095309,3
270,casual,4.094987186832155,61.70110780834225,2.3859951284655554,1.7921880443745255,1
271,heavy,32.908408028864784,62.41001751131313,2.30549771082412,1.5407802364940066,1
272,moderate,18.125456559661675,22.406682426153946,2.2574337996582057,2.0763159523592347,2
273,heavy,27.126902296870973,74.98031743529005,5.825797043380245,8.038616622941761,0
274,heavy,29.157720512387236,41.4879704506967,1.441505692331423,9.854303296835937,1
275,moderate,9.500901066252,40.07620398790262,0.3475963976692221,6.658683643378968,3
276,moderate,5.522317881599749,43.70594175284388,1.6284028255040874,1.6423622975644165,3
277,casual,3.325392809543362,28.370874474755546,2.8556479851349352,2.696323010578567,3
278,moderate,5.573872794954525,27.27902991981787,2.3321162890930744,3.6047798329806486,7
279,heavy,18.55168889596399,27.28880741460641,2.638871101119062,2.0194270810202952,2
280,casual,3.007447111120711,27.45962293509455,2.2364782812057653,12.323959584971329,3
281,casual,2.8572890918553515,76.86539603148391,4.473008025574169,18.791398795762607,5
282,moderate,15.389878847698238,66.1635259559354,2.7036325543923545,7.417392827692038,3
283,moderate,11.218100391805844,32.41841689179039,1.529564010788223,2.7869758956124766,6
284,moderate,19.149736255741143,56.31094088826409,2.8091624520901055,2.7926742325919247,3
285,moderate,8.186202939598115,18.488614956652086,1.0162004527881834,7.115777366827783,2
286,moderate,10.669272694470365,18.275819162686016,3.084481291382528,2.070551430573834,4
287,moderate,12.871061375879279,17.49218264254588,0.7683800601992918,2.7799275307901845,2
288,moderate,12.602394977058372,49.325967983670424,5.827965431649842,1.0,0
289,moderate,1.6422271480780612,36.01306700174992,3.565551759976069,1.0,3
290,casual,3.033604092481284,71.54141104519326,3.999029940218932,1.9559409948113506,5
291,heavy,11.505746066107516,8.016632550343267,7.418138387599885,8.718710123512562,2
292,casual,1.5054071894792436,29.444613496039025,2.820828510195372,3.32208877046307,3
293,casual,12.049787606426598,22.74136685070145,2.683879843726957,7.091614955519775,3
294,moderate,8.57077161134091,27.024638690231402,3.248429223474477,3.0635031595176643,3
295,moderate,7.247058165558298,26.31254350968801,3.3964541977719476,11.275699189998885,6
296,heavy,21.164603392942826,13.381766729270481,2.8992084321819194,5.436215246566042,5
297,casual,8.079946683341761,46.435862093410016,2.238155218513535,2.948379389573227,4
298,heavy,30.898329799303564,41.26153630646802,4.530836079499488,11.795142138010132,2
299,casual,0.3118420303014846,58.977828388002884,2.620974130721785,24.032701421181383,4
